aggression	0	2.68	1.25	0	28	1	143	Noun	NN	75537
aggressor	0	3.29	1.27	0	28	1	29	Noun	NN	12535
agility	0	2.38	1.4	0	29	1	23	Noun	NN	26446
agitation	0	2.33	1.39	0	27	1	25	Noun	NN	21163
agony	0	2.38	1.47	0	29	1	191	Noun	NN	35366
agreement	0	2.22	1.15	0	27	1	892	Noun	NN	825615
agriculture	0	3.67	1.44	0	27	1	56	Noun	NN	151508
aide	0	3.59	1.21	0	29	1	103	Noun	NN	42496
ailment	0	2.93	1.39	0	28	1	26	Noun	NN	27530
airbag	0	4.81	0.63	1	27	0.96	20	Noun	NN	17477
aircraft	0	4.4	1.12	1	26	0.96	482	Noun	NN	315728
airfield	0	4.7	0.56	2	25	0.92	118	Noun	NN	26785
airflow	0	3.59	1.24	0	29	1	7	Noun	NN	12510
airline	0	4	1.39	0	30	1	331	Noun	NN	135355
airliner	0	4.45	1.27	0	29	1	29	Noun	NN	12080
airplane	0	4.96	0.19	0	28	1	557	Noun	NN	72548
airport	0	4.87	0.43	0	30	1	1940	Noun	NN	333781
airship	0	4.92	0.27	1	27	0.96	30	Noun	NN	10407
airspace	0	3.58	1.33	0	26	1	82	Noun	NN	15089
airway	0	4.34	0.97	0	29	1	83	Noun	NN	19310
aisle	0	4.35	1.06	0	26	1	379	Noun	NN	51031
album	0	4.69	0.68	1	27	0.96	522	Noun	NN	643865
alchemy	0	2.1	1.32	1	30	0.97	11	Noun	NN	12126
alcohol	0	4.76	0.51	0	29	1	845	Noun	NN	328849
alcoholism	0	2.93	1.25	0	29	1	43	Noun	NN	20450
ale	0	4.65	0.63	1	27	0.96	202	Noun	NN	45721
algae	0	4.93	0.27	0	27	1	22	Noun	NN	44057
algebra	0	3.14	1.35	0	28	1	90	Noun	NN	33370
algorithm	0	3.07	1.63	0	28	1	27	Noun	NN	178149
alienation	0	1.73	0.92	0	26	1	22	Noun	NN	23993
alignment	0	3.26	1.37	0	31	1	67	Noun	NN	73042
allegation	0	1.79	1.03	0	28	1	27	Noun	NN	160784
allegiance	0	1.77	1.01	0	30	1	159	Noun	NN	38661
allegory	0	2.07	1.41	2	29	0.93	12	Noun	NN	16128
allergen	0	3.93	1.13	0	29	1	3	Noun	NN	14787
allergy	0	3.68	1.12	0	28	1	86	Noun	NN	74929
alley	0	4.82	0.48	0	28	1	831	Noun	NN	41541
alleyway	0	4.3	1.15	0	23	1	40	Noun	NN	10255
alliance	0	2.5	1.33	0	30	1	465	Noun	NN	119927
alligator	0	4.96	0.19	0	28	1	178	Noun	NN	12673
allocation	0	2.32	1.39	0	28	1	10	Noun	NN	106133
allotment	0	2.88	1.45	0	26	1	19	Noun	NN	32648
allowance	0	3.07	1.52	0	27	1	265	Noun	NN	133502
alloy	0	4.29	0.98	1	29	0.97	52	Noun	NN	55006
allusion	0	1.58	1.17	2	28	0.93	6	Noun	NN	25776
alpha	0	1.81	1.06	1	27	0.96	414	Noun	NN	50571
alphabet	0	4.31	1.31	0	29	1	127	Noun	NN	38330
altar	0	4.85	0.61	0	26	1	259	Noun	NN	62888
alteration	0	3.21	1.32	0	29	1	36	Noun	NN	79871
alternator	0	4.27	1.04	1	27	0.96	18	Noun	NN	17478
altitude	0	2.96	1.57	0	28	1	198	Noun	NN	66872
altruism	0	1.5	1.19	3	25	0.88	11	Noun	NN	12484
amazement	0	1.89	1.01	0	27	1	36	Noun	NN	20227
ambassador	0	4.28	1.1	0	29	1	689	Noun	NN	87219
ambiance	0	2.31	1.42	0	29	1	8	Noun	NN	10701
ambience	0	1.72	1.03	0	29	1	37	Noun	NN	21128
ambiguity	0	1.3	0.82	0	27	1	14	Noun	NN	47411
ambition	0	1.74	0.98	0	27	1	273	Noun	NN	140973
ambivalence	0	1.7	0.82	2	29	0.93	12	Noun	NN	11179
ambulance	0	4.81	0.8	0	26	1	1143	Noun	NN	71526
amendment	0	2.44	1.39	0	25	1	209	Noun	NN	273212
amends	0	1.92	1.09	0	26	1	94	Noun	NN	10642
amino	0	2.74	1.71	3	26	0.88	31	Noun	NN	37524
ammo	0	4.85	0.37	2	28	0.93	274	Noun	NN	23050
ammonia	0	4.44	1.12	0	25	1	76	Noun	NN	35143
ammunition	0	4.88	0.33	0	26	1	300	Noun	NN	54030
amnesia	0	3.61	1.37	0	28	1	189	Noun	NN	11167
amp	0	3.59	1.45	1	28	0.96	93	Noun	NN	121674
amplification	0	2.93	1.34	0	30	1	8	Noun	NN	17552
amplifier	0	4.79	0.62	0	29	1	16	Noun	NN	45008
amplitude	0	2.92	1.29	4	30	0.87	6	Noun	NN	22279
amputation	0	3.76	1.12	1	30	0.97	43	Noun	NN	11651
amusement	0	2.07	1.21	0	27	1	191	Noun	NN	45443
analogy	0	1.61	0.88	0	28	1	58	Noun	NN	99367
analysis	0	2.56	1.45	0	27	1	563	Noun	NN	1072857
analyst	0	4.23	1.19	0	30	1	177	Noun	NN	175340
anarchism	0	1.92	1.18	1	25	0.96	2	Noun	NN	16326
anarchist	0	2.83	1.44	0	29	1	29	Noun	NN	68745
anarchy	0	2.12	1.31	0	26	1	103	Noun	NN	23083
anatomy	0	3.59	1.34	0	27	1	163	Noun	NN	44641
ancestor	0	3.24	1.2	0	25	1	86	Noun	NN	117416
ancestry	0	2.83	1.56	0	30	1	24	Noun	NN	27477
anecdote	0	2.64	1.42	0	28	1	55	Noun	NN	46039
anemia	0	3.25	1.21	1	29	0.97	35	Noun	NN	12810
anesthesia	0	3.41	1.7	0	29	1	101	Noun	NN	12304
angel	0	3.82	1.49	0	28	1	3992	Noun	NN	175276
angler	0	4.14	1.3	1	29	0.97	19	Noun	NN	47937
angst	0	1.96	1.09	2	29	0.93	47	Noun	NN	17688
animation	0	3.41	1.42	0	27	1	62	Noun	NN	142665
animator	0	4	1	0	29	1	2	Noun	NN	12354
animosity	0	2.11	0.99	1	29	0.97	31	Noun	NN	13954
ankle	0	4.81	0.79	0	27	1	409	Noun	NN	68192
annexation	0	2.32	1.31	4	29	0.86	7	Noun	NN	10577
annihilation	0	2.69	1.32	1	27	0.96	41	Noun	NN	14664
anniversary	0	3.15	1.54	0	27	1	939	Noun	NN	188150
announcement	0	2.79	1.52	1	29	0.97	525	Noun	NN	231829
announcer	0	4.52	0.8	0	27	1	574	Noun	NN	15014
annoyance	0	2.14	1.25	0	29	1	25	Noun	NN	28967
annuity	0	2.64	1.52	1	29	0.97	18	Noun	NN	31460
anomaly	0	1.79	0.93	1	25	0.96	63	Noun	NN	55317
anonymity	0	1.88	1.12	1	25	0.96	46	Noun	NN	35602
anorexia	0	3.41	1.3	0	29	1	13	Noun	NN	11185
ant	0	4.86	0.52	0	29	1	273	Noun	NN	65238
antagonism	0	2.33	1.27	0	30	1	11	Noun	NN	13396
antagonist	0	2.75	1.46	0	28	1	13	Noun	NN	18243
antenna	0	4.75	0.93	0	28	1	122	Noun	NN	72648
anthem	0	3.36	1.16	0	28	1	96	Noun	NN	29119
anthology	0	3.07	1.41	1	30	0.97	14	Noun	NN	46681
anthrax	0	4.44	1.15	0	27	1	66	Noun	NN	16926
anthropologist	0	4	1.31	0	29	1	53	Noun	NN	30375
anthropology	0	2.41	1.59	0	29	1	67	Noun	NN	45592
antibody	0	3.48	1.64	0	29	1	13	Noun	NN	54414
anticipation	0	1.93	1.21	0	28	1	127	Noun	NN	58549
antidepressant	0	3.8	1.54	0	30	1	18	Noun	NN	23702
antidote	0	3.42	1.47	1	27	0.96	221	Noun	NN	18239
antioxidant	0	3.59	1.28	0	27	1	1	Noun	NN	32389
antiquity	0	2.13	1.25	0	30	1	14	Noun	NN	42177
antithesis	0	2.27	1.32	3	25	0.88	16	Noun	NN	13028
anus	0	4.86	0.36	0	28	1	56	Noun	NN	11865
anvil	0	4.96	0.2	1	27	0.96	32	Noun	NN	29178
anxiety	0	2.21	1.03	0	28	1	345	Noun	NN	194198
apartment	0	4.9	0.41	0	29	1	4235	Noun	NN	325423
apathy	0	2.04	1.25	2	28	0.93	24	Noun	NN	20212
apex	0	3.41	1.5	1	30	0.97	43	Noun	NN	18493
aphid	0	4.76	0.72	3	28	0.89	4	Noun	NN	15440
apocalypse	0	2.21	1.5	0	29	1	126	Noun	NN	24493
apologist	0	2.97	1.38	1	30	0.97	1	Noun	NN	21832
apology	0	2.86	1.67	0	28	1	804	Noun	NN	133316
apostle	0	3.22	1.37	0	27	1	71	Noun	NN	71919
apparatus	0	3.78	1.2	0	23	1	77	Noun	NN	62268
apparel	0	4.6	0.71	0	25	1	35	Noun	NN	21419
apparition	0	2.46	1.26	1	29	0.97	39	Noun	NN	14993
appearance	0	2.57	1.62	0	28	1	591	Noun	NN	483541
appendix	0	4.25	1.14	0	28	1	133	Noun	NN	28482
appetite	0	2.74	1.35	0	27	1	456	Noun	NN	79146
appetizer	0	4.71	0.71	0	28	1	61	Noun	NN	13024
applause	0	4.29	0.9	0	28	1	576	Noun	NN	56057
apple	0	5	0	0	30	1	1207	Noun	NN	175638
appliance	0	4.57	0.94	0	30	1	41	Noun	NN	111143
applicability	0	1.69	1.07	0	29	1	2	Noun	NN	17045
applicant	0	4	1.36	0	30	1	31	Noun	NN	325786
application	0	3.4	1.53	0	25	1	510	Noun	NN	2006189
appointee	0	3.5	1.31	0	30	1	4	Noun	NN	15510
appointment	0	3	1.29	0	30	1	1559	Noun	NN	337450
appraisal	0	3.11	1.4	0	28	1	39	Noun	NN	58102
appreciation	0	1.63	1	0	30	1	261	Noun	NN	125951
apprehension	0	1.68	1.06	1	29	0.97	39	Noun	NN	23396
apprenticeship	0	2.7	1.56	0	27	1	7	Noun	NN	58084
appropriateness	0	2.07	1	1	28	0.96	2	Noun	NN	13298
appropriation	0	1.96	1.31	2	27	0.93	8	Noun	NN	41686
approval	0	2.33	1.05	0	24	1	428	Noun	NN	305326
approximation	0	1.85	1.2	0	27	1	3	Noun	NN	31749
apricot	0	4.97	0.18	0	30	1	32	Noun	NN	11972
apron	0	4.87	0.43	0	30	1	136	Noun	NN	19609
aptitude	0	1.54	0.92	0	28	1	55	Noun	NN	18349
aquarium	0	4.77	0.86	2	28	0.93	141	Noun	NN	42771
aquifer	0	4.04	1.27	3	28	0.89	2	Noun	NN	16159
arbitration	0	2	1.21	3	30	0.9	23	Noun	NN	39944
arbitrator	0	3.2	1.35	2	27	0.93	4	Noun	NN	15885
arcade	0	4.74	0.53	0	27	1	111	Noun	NN	41120
archaeologist	0	4.45	0.78	0	29	1	57	Noun	NN	41569
archaeology	0	3.08	1.61	0	25	1	39	Noun	NN	45937
archbishop	0	4.14	1.3	0	28	1	188	Noun	NN	49222
archery	0	3.93	1.36	0	29	1	40	Noun	NN	11600
architect	0	3.74	1.1	0	27	1	334	Noun	NN	177274
architecture	0	3.59	1.31	1	28	0.96	162	Noun	NN	271426
archive	0	3.58	1.39	0	31	1	67	Noun	NN	116248
archives	0	3.93	1.31	0	29	1	129	Noun	NN	92845
archivist	0	3.57	1.43	0	28	1	4	Noun	NN	13928
area	0	3.72	1.28	0	29	1	3821	Noun	NN	4895041
arena	0	4.83	0.47	0	29	1	185	Noun	NN	110328
argument	0	2.85	1.13	0	27	1	867	Noun	NN	1067699
aristocracy	0	2.97	1.38	1	30	0.97	32	Noun	NN	18707
aristocrat	0	3.76	1.18	0	29	1	69	Noun	NN	12091
ark	0	4.67	0.68	2	29	0.93	199	Noun	NN	16239
armchair	0	5	0	0	29	1	21	Noun	NN	21694
armor	0	4.76	0.51	0	29	1	372	Noun	NN	43044
army	0	4.7	0.6	0	30	1	4370	Noun	NN	480521
aroma	0	3.67	1.56	0	30	1	69	Noun	NN	30411
arousal	0	2.83	1.42	0	29	1	19	Noun	NN	10427
arrangement	0	2.3	1.18	0	30	1	482	Noun	NN	473755
array	0	2.54	1.6	0	28	1	108	Noun	NN	244904
arrival	0	3.07	1.44	0	30	1	422	Noun	NN	259624
arrogance	0	1.74	0.98	0	27	1	144	Noun	NN	42455
arrow	0	4.97	0.19	0	29	1	400	Noun	NN	106317
arsenal	0	3.86	1.13	1	30	0.97	102	Noun	NN	82950
arson	0	3.66	1.34	0	29	1	153	Noun	NN	14804
art	0	4.17	1.17	0	29	1	3611	Noun	NN	1561599
artery	0	4.48	0.8	2	29	0.93	271	Noun	NN	51940
arthritis	0	3.5	1.35	0	28	1	99	Noun	NN	53380
article	0	4.33	1.12	0	30	1	998	Noun	NN	1997634
articulation	0	2.65	1.23	1	27	0.96	8	Noun	NN	19836
artifact	0	4.5	0.9	0	30	1	56	Noun	NN	80513
artillery	0	4.31	1.17	1	30	0.97	280	Noun	NN	45716
artisan	0	3.03	1.54	0	31	1	5	Noun	NN	25139
artist	0	4.24	1.06	0	29	1	1460	Noun	NN	919441
artistry	0	2	1.32	2	26	0.92	24	Noun	NN	12772
artwork	0	4.42	0.9	0	26	1	78	Noun	NN	114915
asbestos	0	4.52	0.89	1	28	0.96	66	Noun	NN	45239
ascension	0	2.37	1.19	1	31	0.97	44	Noun	NN	12335
ascent	0	2.61	1.09	0	31	1	16	Noun	NN	32019
asparagus	0	4.96	0.19	0	28	1	50	Noun	NN	15335
aspect	0	1.82	1.1	35	5878	0.99	197	Noun	NN	934861
asphalt	0	4.83	0.75	0	30	1	49	Noun	NN	15502
aspiration	0	1.81	1.33	0	27	1	29	Noun	NN	99419
aspirin	0	4.76	0.79	0	29	1	395	Noun	NN	21297
assailant	0	3.96	1.16	0	27	1	75	Noun	NN	13299
assassin	0	4.43	0.96	0	28	1	302	Noun	NN	29424
assassination	0	3.8	1.19	0	25	1	281	Noun	NN	65022
assemblage	0	3	1.3	2	29	0.93	6	Noun	NN	22152
assembly	0	3.79	1.15	0	29	1	245	Noun	NN	216250
assertion	0	2.2	1.22	0	25	1	14	Noun	NN	116497
assessment	0	2.11	1.19	0	27	1	158	Noun	NN	693135
assessor	0	2.96	1.49	4	29	0.86	11	Noun	NN	24645
asset	0	2.92	1.32	1	27	0.96	193	Noun	NN	480605
asshole	0	4.08	1.23	2	28	0.93	3142	Noun	NN	26771
assignment	0	3.86	1.35	0	28	1	912	Noun	NN	194430
assimilation	0	2.03	1.35	1	31	0.97	10	Noun	NN	18696
assistance	0	2.25	1.21	0	28	1	558	Noun	NN	407173
association	0	2.3	1.27	0	27	1	414	Noun	NN	419027
assortment	0	2.5	1.39	0	26	1	37	Noun	NN	27539
assumption	0	1.84	1.04	0	31	1	170	Noun	NN	308674
assurance	0	1.76	1.02	0	29	1	104	Noun	NN	119077
asterisk	0	4	1.5	1	27	0.96	23	Noun	NN	10424
asteroid	0	4.86	0.45	1	29	0.97	86	Noun	NN	51848
asthma	0	3.71	1.44	0	28	1	197	Noun	NN	59708
astonishment	0	2.92	1.32	0	26	1	14	Noun	NN	14872
astrologer	0	3.78	1.42	1	28	0.96	14	Noun	NN	17790
astrology	0	2.48	1.58	0	27	1	47	Noun	NN	36509
astronaut	0	4.75	0.65	0	28	1	202	Noun	NN	42469
astronomer	0	4.27	1.36	0	30	1	36	Noun	NN	54080
astronomy	0	3.03	1.5	0	29	1	67	Noun	NN	47138
asylum	0	4.41	1.02	0	29	1	234	Noun	NN	90660
asymmetry	0	2.89	1.5	0	28	1	3	Noun	NN	13000
atheism	0	2.23	1.36	0	30	1	5	Noun	NN	36651
atheist	0	2.93	1.46	0	30	1	55	Noun	NN	101877
athlete	0	4.3	1.1	0	27	1	235	Noun	NN	173903
athletics	0	3.65	1.32	0	26	1	32	Noun	NN	30395
atlas	0	4.79	0.77	0	29	1	52	Noun	NN	20110
atmosphere	0	3.04	1.45	0	28	1	493	Noun	NN	382089
atom	0	3.34	1.59	0	29	1	140	Noun	NN	107868
atonement	0	1.44	0.85	2	29	0.93	18	Noun	NN	18309
atrium	0	4.72	0.74	2	27	0.93	36	Noun	NN	12976
atrocity	0	2.15	1.12	2	28	0.93	32	Noun	NN	49664
attachment	0	3.04	1.4	0	27	1	59	Noun	NN	117615
attacker	0	4.04	1.29	0	27	1	73	Noun	NN	59531
attainment	0	2.13	1.1	3	26	0.88	3	Noun	NN	45368
attendance	0	3.07	1.33	0	27	1	135	Noun	NN	165662
attendee	0	3.79	1.4	0	29	1	1	Noun	NN	73551
attention	0	2.3	1.32	0	27	1	5032	Noun	NN	1117691
attic	0	4.53	1.17	0	30	1	400	Noun	NN	31850
attitude	0	1.97	1.02	0	29	1	1330	Noun	NN	519654
attorney	0	4.52	0.94	0	27	1	2060	Noun	NN	241772
attraction	0	2.24	1.35	0	29	1	348	Noun	NN	212867
attractiveness	0	2.14	1.36	0	29	1	9	Noun	NN	14597
attribution	0	2.04	1.31	2	28	0.93	4	Noun	NN	25320
audacity	0	1.62	0.71	1	25	0.96	48	Noun	NN	17701
audience	0	4.29	0.9	0	28	1	1294	Noun	NN	847574
auditor	0	3.38	1.6	0	26	1	24	Noun	NN	46401
auditorium	0	4.7	0.95	0	27	1	80	Noun	NN	23947
aunt	0	4.17	1.18	0	30	1	2815	Noun	NN	66712
aura	0	2.67	1.33	0	27	1	93	Noun	NN	25804
austerity	0	1.38	0.64	3	29	0.9	5	Noun	NN	53805
authentication	0	2	1.02	0	28	1	14	Noun	NN	50403
authenticity	0	1.74	1.2	0	27	1	59	Noun	NN	50072
author	0	4.26	1.1	0	27	1	405	Noun	NN	1218573
authority	0	2.34	1.29	0	29	1	1082	Noun	NN	1312884
authorization	0	2.45	1.33	0	29	1	184	Noun	NN	48181
authorship	0	2.52	1.4	0	29	1	5	Noun	NN	21316
autism	0	2.69	1.49	0	29	1	36	Noun	NN	112710
auto	0	4	1.36	0	28	1	391	Noun	NN	142085
autobiography	0	3.74	1.4	0	27	1	41	Noun	NN	40192
automation	0	2.48	1.34	0	27	1	9	Noun	NN	43681
automobile	0	4.96	0.19	0	27	1	291	Noun	NN	62873
autonomy	0	2.04	1.1	2	27	0.93	27	Noun	NN	67974
autopsy	0	4.29	1.3	1	29	0.97	489	Noun	NN	19967
autumn	0	3.27	1.32	0	22	1	193	Noun	NN	123279
availability	0	2.32	1.42	0	28	1	30	Noun	NN	195665
avalanche	0	4.32	1.06	0	28	1	173	Noun	NN	16777
avatar	0	3.21	1.68	0	29	1	14	Noun	NN	37348
avenue	0	4	1.36	0	30	1	861	Noun	NN	62319
aversion	0	1.85	1.16	0	26	1	68	Noun	NN	20338
aviation	0	3.39	1.57	0	28	1	73	Noun	NN	61168
aviator	0	4.57	0.57	0	28	1	28	Noun	NN	10948
avocado	0	4.89	0.58	0	27	1	62	Noun	NN	16146
avoidance	0	1.86	0.97	0	28	1	26	Noun	NN	44871
awakening	0	3.07	1.56	0	29	1	63	Noun	NN	25044
awareness	0	1.84	1.03	0	25	1	115	Noun	NN	357932
awning	0	4.61	0.92	0	28	1	24	Noun	NN	13393
axiom	0	2	1.2	2	28	0.93	7	Noun	NN	22783
axis	0	3.57	1.37	0	28	1	81	Noun	NN	86465
axle	0	4.5	1.14	1	27	0.96	63	Noun	NN	33744
babe	0	3.67	1.47	0	27	1	1814	Noun	NN	21783
baby	0	5	0	0	28	1	25978	Noun	NN	778619
bachelor	0	4.32	1.07	0	25	1	504	Noun	NN	47508
backbone	0	4.19	1.14	1	28	0.96	84	Noun	NN	34815
backdrop	0	4.48	0.91	0	29	1	24	Noun	NN	62740
backer	0	2.8	1.55	2	27	0.93	54	Noun	NN	21561
background	0	3.26	1.36	0	23	1	899	Noun	NN	723774
backlash	0	1.85	1.03	0	27	1	7	Noun	NN	29811
backlog	0	3.29	1.51	1	29	0.97	17	Noun	NN	21197
backpack	0	4.96	0.19	0	28	1	186	Noun	NN	30634
backside	0	4.07	1.38	0	27	1	85	Noun	NN	18962
backyard	0	4.57	0.92	0	28	1	369	Noun	NN	44535
bacon	0	4.9	0.56	0	29	1	605	Noun	NN	59070
bacterium	0	3.69	1.28	1	30	0.97	9	Noun	NN	155290
badge	0	4.93	0.26	0	28	1	778	Noun	NN	103332
bag	0	4.9	0.55	0	30	1	4796	Noun	NN	544296
bagel	0	5	0	0	28	1	156	Noun	NN	10924
